FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
91.84882926,8.969716853,6.95,228,1,Spring,All
94.03128175,11.89531787,2.13,220,1,Spring,All
94.17938902,14.77320979,3.97,275,1,Spring,All
93.76698781,17.35182414,2.85,66,1,Spring,All
93.73164897,20.19913908,1.77,220,1,Spring,All
93.56006715,22.31386201,2.14,252,1,Spring,All
93.61059999,24.50151864,2.46,217,1,Spring,All
93.66114951,26.79016932,2.35,141,1,Spring,All
93.13403151,28.80126549,5.18,229,1,Spring,All
93.18442369,31.03104784,6.84,207,1,Spring,All
93.64974291,33.39346717,3.74,153,1,Spring,All
95.4823624,36.38091352,1.86,33,1,Spring,All
95.53352988,39.27187952,3.48,263,1,Spring,All
95.32872986,42.44976235,1.68,45,1,Spring,All
95.37984662,46.32044052,2.52,263,1,Spring,All
95.43098025,50.46953643,2.14,71,1,Spring,All
95.86198625,54.44782596,1.82,36,1,Spring,All
95.91327906,58.67420168,0.37,248,1,Spring,All
95.46913906,62.1932343,4.82,33,2,Spring,All
94.5893532,65.1689219,5.96,239,1,Spring,All
94.00119677,67.86917971,3.81,241,1,Spring,All
93.62152028,70.31788474,3.66,165,1,Spring,All
93.380252,72.48496843,1.92,246,1,Spring,All
92.92067112,74.31153178,4.4,264,1,Spring,All
92.65508205,75.7931231,1.81,234,1,Spring,All
92.7053161,77.84695609,4.11,248,1,Spring,All
93.35218018,80.74323826,2.07,202,1,Spring,All
94.20565834,83.84907615,3,258,1,Spring,All
94.25640432,87.04163946,2.77,214,1,Spring,All
94.30716705,90.47607192,1.51,338,1,Spring,All
94.35794654,93.99113882,0.92,250,1,Spring,All
94.7776468,97.82230392,4.4,266,2,Spring,All
95.96095818,102.1593486,2.61,220,2,Spring,All
96.48037576,107.0696934,3.78,212,2,Spring,All
96.53187274,111.7974377,3.04,53,2,Spring,All
96.53442326,116.2476708,1.04,19,2,Spring,All
96.21451792,120.406934,2.76,252,2,Spring,All
96.0418137,124.4868024,2.03,198,2,Spring,All
96.31872217,129.0480893,4.53,58,3,Spring,All
97.62088501,134.1598247,2.39,5,3,Spring,All
97.97126267,140.1194444,5.1,30,4,Spring,All
98.02325186,145.8998385,2.98,222,4,Summer,All
98.07525822,151.2205612,3.24,243,4,Summer,All
98.11403784,156.506511,4.08,48,4,Summer,All
97.9493514,161.3951172,4.94,211,5,Summer,All
98.00133335,166.7822191,1.53,24,4,Summer,All
98.05333247,172.1256453,2.07,239,4,Summer,All
98.10534876,177.654027,2.72,229,4,Summer,All
98.15738222,183.4107651,2.81,202,4,Summer,All
98.20943286,189.1826683,4.63,199,5,Summer,All
98.26150068,194.8756526,3.64,227,5,Summer,All
98.3135857,200.9754558,3.78,208,5,Summer,All
98.25004281,207.1684362,2.61,234,4,Summer,All
98.24257553,213.4499843,1.51,321,4,Summer,All
98.08911267,219.3467802,4.76,223,5,Summer,All
97.86197116,126.5342621,6.01,268,4,Summer,All
97.91392427,132.2166543,1.96,177,3,Summer,All
97.96589453,138.3973264,3.02,222,4,Summer,All
98.53593974,145.0985757,3.43,228,4,Summer,All
98.58811536,151.7410012,2.46,178,4,Summer,All
98.58524249,157.7836652,2.7,248,4,Summer,All
98.51492873,163.2504532,6.05,244,5,Summer,All
98.31571565,168.2021796,2.59,163,4,Summer,All
98.32949399,173.2985813,1.64,324,4,Summer,All
98.38160146,178.8732314,2.18,336,4,Summer,All
98.43372612,185.1640917,2.09,245,4,Summer,All
98.58321337,191.7197288,3.91,36,5,Summer,All
98.6354046,198.3550881,3.13,228,5,Summer,All
98.68761305,204.6944407,2.53,211,5,Summer,All
98.34067884,209.9821181,2.09,262,4,Summer,All
98.03433483,214.9924061,5.73,230,5,Summer,All
97.39550745,219.2867309,3.74,351,4,Summer,All
96.60683128,223.5273176,4.02,306,4,Summer,All
96.56247737,228.4441917,1.97,200,3,Summer,All
96.61400145,233.735314,1.94,219,3,Summer,All
96.66554255,239.2564505,4.3,216,4,Summer,All
96.71710065,244.8846448,4.73,232,4,Summer,All
96.76867578,250.7430252,5.42,228,4,Summer,All
96.82026794,256.3101202,1.79,237,3,Summer,All
97.39534256,262.7376684,6.36,318,5,Summer,All
97.84097568,269.4377758,1.47,240,4,Summer,All
98.07376343,276.2102528,2.46,289,4,Summer,All
98.15126885,283.1163532,2.25,336,4,Summer,All
98.35269004,290.2332484,4.53,315,5,Summer,All
98.40480516,297.6036081,2.68,198,5,Summer,All
98.45693749,304.9497656,2.59,229,5,Summer,All
98.39483303,311.532319,2.79,227,5,Summer,All
98.43612959,317.4717898,1.84,32,5,Summer,All
98.48827226,323.4810084,2.26,227,5,Summer,All
98.54043214,329.5105134,2.28,253,5,Summer,All
98.43696161,335.2608724,2.1,186,5,Summer,All
98.07226464,340.392893,2.79,309,5,Summer,All
97.62382426,345.2971008,2.1,227,4,Summer,All
97.49846753,350.3303095,1.4,46,4,Summer,All
97.421683,355.3640262,1.59,240,4,Summer,All
97.31298527,360.3625564,1.21,234,4,Summer,All
96.94090896,365.1945428,2.31,243,4,Summer,All
96.08287282,369.6279893,2.1,291,3,Summer,All
95.32370657,373.7897943,1.24,276,3,Summer,All
95.25721405,186.8864917,1.4,227,2,Summer,All
95.3083072,191.5951353,1.86,246,2,Summer,All
95.30497596,196.0703002,3.04,231,3,Summer,All
95.35608487,200.5790101,3.65,220,3,Summer,All
95.40721066,205.1880496,1.64,311,3,Summer,All
96.11248445,210.1108471,2.53,238,3,Summer,All
96.62483114,215.2623708,1.51,51,3,Summer,All
96.6763758,220.2972491,1.21,272,3,Summer,All
96.66388508,225.0452519,0.91,223,3,Summer,All
96.541444,229.7179011,1.73,178,3,Summer,All
96.41006306,234.2868424,1.58,233,3,Summer,All
96.46153682,239.0436234,2.22,35,3,Summer,All
96.51302758,243.8149341,1.38,280,3,Summer,All
96.56453533,248.6235136,1.21,270,3,Summer,All
96.61606009,253.4799201,0.88,44,3,Summer,All
96.66760186,258.3125238,1.14,241,3,Summer,All
96.71916065,263.3039368,1.17,260,3,Summer,All
96.77073646,268.2116014,1.21,278,3,Summer,All
96.8223293,273.0450742,1.38,9,3,Summer,All
96.87393917,277.3412282,2.09,306,3,Summer,All
96.92556608,281.7185184,1.36,209,3,Summer,All
96.97721003,286.152773,1.27,246,3,Summer,All
97.02887104,290.6388114,2.22,281,4,Summer,All
97.0805491,295.0756147,1.73,51,3,Summer,All
97.13224422,299.4472776,2.4,241,4,Summer,All
97.04678777,303.7107645,1.28,17,3,Summer,All
96.73991167,307.8736328,3.23,239,4,Summer,All
96.64912793,312.0292199,1.51,218,3,Summer,All
96.61144911,216.808519,1.56,186,3,Summer,All
96.32611012,221.6470239,1.55,16,3,Summer,All
96.15954044,197.1004582,1.55,240,3,Summer,All
96.21093149,202.40365,0.47,241,3,Summer,All
96.26233951,207.9367529,1.6,251,3,Summer,All
96.3137645,213.2878868,2.44,209,3,Summer,All
96.36520647,218.4280059,1.88,247,3,Summer,All
96.41666542,223.6140757,1.64,298,3,Summer,All
96.40461341,228.6516599,1.12,226,3,Summer,All
96.03485222,233.460827,3.32,250,3,Summer,All
95.65548102,238.082333,1.3,229,3,Summer,All
94.38438655,140.5167951,1.84,277,2,Summer,All
92.20571546,82.91970396,2.1,256,1,Summer,All
90.40561272,45.74965944,2.55,263,1,Summer,All
89.94000961,25.14949377,3.15,75,1,Summer,All
89.98934728,17.63445438,1.16,226,1,Summer,All
90.03870124,17.52570145,2.8,56,1,Summer,All
90.86105841,23.17206861,1.6,312,1,Summer,All
91.8299783,29.30891599,0.24,222,1,Summer,All
93.28392744,36.40650422,1.73,218,1,Summer,All
94.11040299,43.47817426,1.81,223,1,Summer,All
94.56922009,50.57582842,1.94,309,1,Summer,All
95.05829109,56.8639077,3.71,285,1,Summer,All
95.10931856,62.88954723,2.61,198,1,Summer,All
95.16036288,68.68673076,3.8,33,1,Summer,All
95.21142405,74.29143155,2.29,58,1,Summer,All
95.14443976,79.50088398,2.46,232,2,Summer,All
95.19549568,84.61901375,0.54,240,1,Summer,All
95.24656845,82.03310431,2.68,342,2,Summer,All
95.29765808,85.10111685,1.7,353,2,Summer,All
95.00455561,89.81848832,0.93,220,2,Summer,All
95.05556534,95.00551798,2.23,210,2,Summer,All
95.10659191,99.85926974,1.47,173,2,Summer,All
94.23476687,103.8134121,2.09,268,2,Summer,All
94.25253208,107.5232241,1.21,35,2,Summer,All
94.30329353,111.3592641,3.17,217,2,Fall,All
94.51047057,115.2546545,1.68,250,2,Fall,All
95.36368215,119.4013825,1.45,146,2,Fall,All
95.62327825,123.5256348,1.36,274,2,Fall,All
93.33619051,72.92894041,0.89,262,1,Fall,All
92.54586268,76.3663227,1.9,50,1,Fall,All
92.1852472,79.82211636,1.64,252,1,Fall,All
92.23532614,83.46874177,1.6,292,1,Fall,All
92.28542161,87.2367943,1.77,28,1,Fall,All
92.33553362,90.83369129,0.63,39,1,Fall,All
