FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
88.44021372,7.4460552,3.06,212,1,Spring,All
91.35521059,9.364461013,2.59,233,1,Spring,All
93.64383636,11.8767488,3.87,87,1,Spring,All
93.84988077,14.3162315,2.1,335,1,Spring,All
94.76988324,17.09555556,1.38,254,1,Spring,All
94.84704488,20.04847654,2.68,14,1,Spring,All
94.89800261,23.29642357,3.02,265,1,Spring,All
95.04487554,26.78054293,3.46,302,1,Spring,All
95.09589858,30.20519451,2.35,231,1,Spring,All
94.90588895,33.42577003,2.6,250,1,Spring,All
94.95686611,36.63685458,2.94,247,1,Spring,All
95.0078601,40.00444093,1.82,200,1,Spring,All
94.73599437,42.89091016,0,294,1,Spring,All
95.05235756,45.59038953,2.48,183,1,Spring,All
95.10338308,48.66121657,2.27,241,1,Spring,All
94.78886752,51.72484691,2.4,260,1,Spring,All
94.66477387,54.67952062,2.37,226,1,Spring,All
94.48714928,57.41366272,1.21,43,1,Spring,All
94.19639163,59.76189143,1.82,235,1,Spring,All
93.82362901,61.69198325,2.85,13,1,Spring,All
93.87424886,63.84357762,1.92,239,1,Spring,All
94.46731604,65.87841156,2.35,241,1,Spring,All
94.94858628,68.76071591,1.77,246,1,Spring,All
94.99957754,72.11460867,1.64,266,1,Spring,All
95.0199872,75.55812087,1.79,93,1,Spring,All
94.28832648,78.53050317,2.09,243,1,Spring,All
94.33909975,82.50611594,2.23,240,1,Spring,All
94.38988978,86.36829797,6.84,265,2,Spring,All
94.11841798,89.78441011,1.97,278,1,Spring,All
93.64119,92.85252314,1.86,244,1,Spring,All
93.0967141,95.61345763,3.32,240,1,Spring,All
92.37278954,97.79529242,1.56,15,1,Spring,All
92.42293039,100.3157835,5.17,231,1,Spring,All
94.0689666,103.8845246,1.6,226,2,Spring,All
95.81563999,108.2370896,2.44,4,2,Spring,All
96.65234201,113.2132291,3.48,52,3,Spring,All
96.70389576,118.5805212,3.43,250,3,Spring,All
96.75546653,123.6134688,1.86,253,3,Spring,All
96.39721738,127.8751379,4.67,236,3,Spring,All
95.39011337,130.8192318,2.07,198,2,Spring,All
95.36365119,133.8129422,2.45,171,2,Spring,All
95.93578177,137.3874255,1.7,79,2,Summer,All
95.98709894,141.2614472,2.66,238,3,Summer,All
95.97611517,145.1820766,2.66,274,3,Summer,All
95.98750203,149.1133368,1.64,222,2,Summer,All
96.03883629,153.1382477,1.47,249,3,Summer,All
96.09018749,157.024977,5.05,284,3,Summer,All
96.14155564,160.9345742,3.09,85,3,Summer,All
95.97001455,164.4384069,1.34,222,3,Summer,All
95.84413255,168.2433982,2.53,214,3,Summer,All
95.60524259,172.0798974,4.47,297,3,Summer,All
95.1482693,175.5443249,2.43,231,2,Summer,All
95.19932648,179.5920475,2.33,76,2,Summer,All
95.99720207,184.5391384,1.79,201,3,Summer,All
96.04853953,189.374559,3.13,341,3,Summer,All
96.09989393,194.162173,1.58,234,3,Summer,All
96.15126529,198.6747879,2.72,254,3,Summer,All
96.69200294,203.4400882,1.81,335,3,Summer,All
97.58984504,208.7981767,2.65,249,4,Summer,All
97.77213772,214.5152791,2.18,242,4,Summer,All
97.82406117,220.3277321,1.47,262,4,Summer,All
97.87600176,226.2221502,1.7,61,4,Summer,All
97.9279595,232.0456076,5.3,240,5,Summer,All
97.83203036,237.7598733,1.82,266,4,Summer,All
97.88397358,243.4775863,2.58,218,4,Summer,All
97.93593396,249.1344329,1.42,28,4,Summer,All
97.98791149,254.6077759,1.04,221,4,Summer,All
98.03990617,260.1267861,1.73,266,4,Summer,All
97.93014708,265.5708629,1.87,220,4,Summer,All
97.75060782,270.601952,2.85,354,4,Summer,All
97.60736243,275.2986853,2.66,241,4,Summer,All
97.12932386,279.6123172,2.03,237,4,Summer,All
97.18103509,284.3247855,5.96,346,5,Summer,All
97.23276339,289.3065777,2.47,353,4,Summer,All
97.15668741,294.0586289,3.48,12,4,Summer,All
96.73501785,298.4656873,3.19,244,4,Summer,All
96.78659889,302.9146847,1.86,252,3,Summer,All
96.6386795,307.1320361,1.42,7,3,Summer,All
96.13558627,311.1678538,3.35,261,3,Summer,All
96.02468027,315.4719057,2.39,232,3,Summer,All
96.0760268,320.087896,1.85,303,3,Summer,All
96.10255388,324.7633114,3.13,196,3,Summer,All
96.15392611,329.7464848,2.59,242,3,Summer,All
96.20531531,334.9919116,1.45,220,3,Summer,All
96.25672147,340.3809926,1.77,262,3,Summer,All
96.30814461,345.9397071,5.87,238,4,Summer,All
96.35958472,351.1256237,3.95,321,4,Summer,All
96.93685316,356.0241941,5.21,201,4,Summer,All
97.83778943,361.1482924,2.05,227,4,Summer,All
98.14538407,366.4339659,0.37,243,4,Summer,All
98.19743075,371.865861,1.73,265,4,Summer,All
98.24949461,377.2238353,1.86,225,4,Summer,All
98.21270132,382.278123,1.58,229,4,Summer,All
98.22657665,387.338406,1.51,220,4,Summer,All
98.05657438,392.3107057,1.02,299,4,Summer,All
97.83447076,397.2517159,1.53,202,4,Summer,All
97.75408191,402.3123963,2.37,266,4,Summer,All
97.8059994,407.5129526,1.55,202,4,Summer,All
97.85793403,412.9481096,1.84,262,4,Summer,All
97.90988581,418.4863785,1.43,312,4,Summer,All
97.78158723,423.7823962,1.94,194,4,Summer,All
96.59491429,428.378662,1.77,251,3,Summer,All
95.41814097,160.9543862,1.17,238,2,Summer,All
94.30151388,113.0684965,1.04,322,2,Summer,All
93.93198256,114.5496959,1.66,241,2,Summer,All
93.98263819,119.3196742,1.23,198,2,Summer,All
93.96519194,124.0251827,0.89,227,2,Summer,All
93.56045996,120.2694936,1.82,305,2,Summer,All
93.03957287,93.54513124,2.42,290,1,Summer,All
92.79400099,67.49420842,1.62,249,1,Summer,All
92.84428091,72.84345767,1.42,72,1,Summer,All
93.00252184,74.6084457,1.7,220,1,Summer,All
93.60592468,80.9864554,3.28,179,1,Summer,All
94.53752744,82.15101152,2.55,184,1,Summer,All
94.68604841,88.69910721,1.39,260,1,Summer,All
94.73695298,94.75671551,1.66,226,2,Summer,All
94.52121448,100.3913409,1.94,223,2,Summer,All
94.27980302,105.8813249,1.27,231,2,Summer,All
94.33057348,110.8568618,1.66,68,2,Summer,All
