FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
91.25341918,9.079371245,2.45,109,1,Spring,All
93.08297162,12.05963684,5.35,211,1,Spring,All
93.13334694,14.4769284,1.77,255,1,Spring,All
93.18373889,17.10652444,2.59,239,1,Spring,All
93.23414748,20.10750197,2.29,294,1,Spring,All
93.68461472,23.21925905,4.98,238,1,Spring,All
93.9048446,26.32351663,2.53,276,1,Spring,All
94.04996209,29.92181153,2.27,73,1,Spring,All
94.10065666,33.16107767,4.94,240,1,Spring,All
93.51401677,35.57059631,3.11,13,1,Spring,All
92.10915615,18.08281486,5.27,253,1,Spring,All
90.7112981,9.2576981,6.13,233,1,Spring,All
89.99546015,5.851466337,1.41,244,1,Spring,All
89.12409861,5.216592111,1.62,99,1,Spring,All
89.87536029,6.598871309,2.66,241,1,Spring,All
91.17625594,8.340505633,2.66,259,1,Spring,All
92.95809778,10.8443251,3.6,238,1,Spring,All
94.04937232,13.79494775,2.16,15,1,Spring,All
94.1000667,16.74874507,3.95,299,1,Spring,All
93.1162583,11.12027066,4.12,235,1,Spring,All
92.2980574,11.76792301,4.08,297,1,Spring,All
92.20463511,13.50298765,1.79,292,1,Spring,All
92.22104156,15.38475251,2.79,267,1,Spring,All
92.17650129,17.27796052,5.49,276,1,Spring,All
91.29093614,13.25548279,3.43,234,1,Spring,All
91.09340827,14.91326932,1.86,246,1,Spring,All
91.14312673,17.05138534,2.53,240,1,Spring,All
91.19286161,19.58083746,3.13,210,1,Spring,All
91.24261291,22.11045256,0.37,207,1,Spring,All
89.40185303,11.90013362,3.8,246,1,Spring,All
88.53813651,6.388244177,2.37,314,1,Spring,All
88.75634681,6.937590525,3.97,245,1,Spring,All
90.16886352,9.549298559,2.46,217,1,Spring,All
92.18263163,13.13112709,4.02,216,1,Spring,All
94.21407575,17.1059955,2.54,270,1,Spring,All
94.59583415,21.38432664,1.49,310,1,Spring,All
94.64670894,25.63137167,1.99,262,1,Spring,All
94.65520228,29.39437966,1.93,254,1,Spring,All
94.52302051,32.88301039,2.85,287,1,Spring,All
94.23899712,36.13700085,1.81,60,1,Spring,All
93.98079779,30.01268891,2.1,253,1,Spring,All
93.88561689,33.44855268,5.2,243,1,Summer,All
93.93625721,37.31820046,1.97,44,1,Summer,All
93.98691424,41.26632887,1.3,298,1,Summer,All
94.037588,45.52279342,3.17,223,1,Summer,All
94.21787842,49.87840621,4.36,231,1,Summer,All
94.33060141,54.2901722,2.03,271,1,Summer,All
94.69809054,58.72112064,3.26,233,1,Summer,All
94.74899909,62.83188512,2.91,236,1,Summer,All
94.591262,66.45777719,2.55,249,1,Summer,All
94.63052266,69.55385289,1.45,224,1,Summer,All
94.68140891,72.77030668,4.97,243,2,Summer,All
94.73231195,76.35863375,5.32,259,2,Summer,All
95.48466106,80.60324325,1.92,225,2,Summer,All
95.87310007,85.15142028,2.35,259,2,Summer,All
95.92439656,89.48124384,2.46,267,2,Summer,All
96.69951658,94.11716045,3.28,243,2,Summer,All
97.13586657,98.7509701,2.47,240,2,Summer,All
97.23267055,103.7733262,2.18,41,2,Summer,All
97.13962461,108.8038659,2.59,258,3,Summer,All
96.61937363,113.3507573,1.34,276,2,Summer,All
96.35223078,117.8183698,2.12,214,2,Summer,All
96.40368545,122.7383834,2.76,299,3,Summer,All
96.45515711,127.5505527,1.7,231,2,Summer,All
96.50664576,132.0951852,2.66,67,3,Summer,All
96.5581514,136.6692076,3.2,86,3,Summer,All
96.5782998,141.225734,2.4,274,3,Summer,All
96.62982911,146.158015,2.36,260,3,Summer,All
96.68137543,151.3148416,1.28,205,3,Summer,All
96.73293876,156.5236736,4.19,203,3,Summer,All
96.78451912,161.5951451,3.48,331,3,Summer,All
96.83611651,166.7093941,2.89,204,3,Summer,All
95.957224,170.741814,1.23,242,3,Summer,All
95.74062129,175.2519204,4.71,24,3,Summer,All
95.79187404,180.1677568,2.55,279,3,Summer,All
95.57775087,184.7830826,0.09,241,2,Summer,All
95.4036948,189.5459367,5.27,256,3,Summer,All
95.17711022,194.2496438,2.33,201,2,Summer,All
95.22817692,199.1010268,2.29,146,3,Summer,All
95.42813217,204.2749303,2.14,253,3,Summer,All
95.91374353,209.4387418,1.79,206,3,Summer,All
96.23722436,214.8098232,2.16,231,3,Summer,All
96.67424931,220.5162008,2.59,246,3,Summer,All
96.87760644,226.4111043,5.33,233,4,Summer,All
96.92923456,232.0965912,3.37,261,4,Summer,All
96.09215917,236.641161,1.49,195,3,Summer,All
95.85210178,240.9976424,2.27,240,3,Summer,All
95.86791802,245.454227,4.97,243,3,Summer,All
95.91921279,249.8886278,4.43,236,3,Summer,All
95.9705245,254.5825847,2.14,7,3,Summer,All
96.51556505,259.6278029,3.58,242,4,Summer,All
96.56707364,264.7174704,6.66,129,4,Summer,All
96.61859924,269.6212414,2.2,262,3,Summer,All
96.4899414,274.1936527,1.12,24,3,Summer,All
96.54144154,278.8083819,1.23,155,3,Summer,All
96.59295867,283.5427766,1.79,325,3,Summer,All
96.64449282,288.5222585,1.17,57,3,Summer,All
96.69604398,293.4586235,4.08,212,4,Summer,All
96.74761215,298.4683799,1.6,57,3,Summer,All
96.79919736,303.6557098,1.43,232,3,Summer,All
96.06148136,308.4041669,7.68,243,4,Summer,All
95.75074073,313.1094383,1.73,211,3,Summer,All
95.40464285,317.7367416,2.4,206,3,Summer,All
95.45578467,322.5200787,2.55,258,3,Summer,All
95.50694337,327.5580619,3.32,252,3,Summer,All
95.62482101,332.8765175,1.34,244,3,Summer,All
96.16936676,338.3943434,1.55,256,3,Summer,All
96.63826307,344.005192,1.38,257,3,Summer,All
97.10968346,349.8040228,0.93,18,3,Summer,All
97.80858332,355.8349955,1.96,236,4,Summer,All
97.8605188,361.8231491,1.81,306,4,Summer,All
97.27717271,160.8118945,1.06,250,3,Summer,All
95.9004379,132.4460058,2.42,297,2,Summer,All
94.77661971,112.2158805,2.52,40,2,Summer,All
94.62560082,93.98163099,1.55,241,2,Summer,All
94.67648544,94.43531611,1.6,246,2,Summer,All
94.72738686,96.8113728,1.82,333,2,Summer,All
94.77830508,102.3989136,1.36,308,2,Summer,All
94.82924012,108.0054769,1.99,229,2,Summer,All
94.88019197,113.5398509,1.38,251,2,Summer,All
94.93116064,119.0468153,1.34,233,2,Summer,All
94.98214614,124.3965302,1.17,202,2,Summer,All
94.90630535,129.2761519,1.92,284,2,Summer,All
94.75912457,134.0020046,1.75,236,2,Summer,All
94.81005327,138.9130886,1.32,237,2,Summer,All
94.86099879,143.8855708,1.84,208,2,Summer,All
95.06800025,148.9019816,1.17,218,2,Summer,All
95.37759574,153.9922094,1.45,228,2,Summer,All
95.42872863,158.7308507,1.56,150,2,Summer,All
95.16104174,163.1461695,2.03,9,2,Summer,All
95.21210314,167.6865985,0.56,39,2,Summer,All
95.447634,172.4321309,5.62,250,3,Summer,All
95.69794402,177.2632959,1.42,238,3,Summer,All
95.74918267,181.959051,1.17,242,3,Summer,All
95.64998094,186.41223,1.16,204,2,Summer,All
95.29921926,181.3149973,1.68,210,2,Summer,All
95.00996809,185.4318147,1.14,184,2,Summer,All
94.84982619,189.5528595,1.64,204,2,Summer,All
94.37842977,193.4441435,2.01,239,2,Summer,All
93.61605645,196.9635227,1.27,328,2,Summer,All
93.61543011,200.6071563,1.14,2,2,Summer,All
93.66598123,204.4279728,1.58,240,2,Summer,All
93.71654903,208.2566092,1.12,322,2,Summer,All
93.76713352,212.0585372,1.52,232,2,Summer,All
93.81773472,167.8018909,1.32,223,2,Summer,All
93.88945284,172.5856116,0.69,16,2,Summer,All
94.08831201,177.4586237,1.27,6,2,Summer,All
94.13901925,182.3161225,2.03,318,2,Summer,All
94.18974322,186.3032419,2.31,261,2,Summer,All
